item_id	domain_id	domain_name	dimension_id	dimension_name	facet_id	facet_name	method_family	item_format	item_text	option_a	option_b	option_c	option_d	option_e	keyed_answer	response_scale	primary_domain_id	primary_dimension_id	primary_facet_id	secondary_dimension_ids	loading_type	intended_meaning	prohibited_overlap	bank_state	use_status	validation_track
NEX-GMB-252	D4	Interpersonal and Emotional Functioning	D4-SO	Social Awareness	D4-SO-IS	Interpersonal Sensitivity	contextual_self_report	statement	I pick up on changes in a colleague's tone that suggest they are uncomfortable.							1-5 Frequency	D4	D4-SO	D4-SO-IS	D1-IO,D4-RM	adjacent	Measures awareness of interpersonal signals indicating discomfort in others.	People pleasing	production	operational_allowed	calibration,discriminant
NEX-GMB-253	D4	Interpersonal and Emotional Functioning	D4-SO	Social Awareness	D4-SO-IS	Interpersonal Sensitivity	contextual_self_report	statement	I notice when someone prefers to avoid eye contact in a group conversation.							1-5 Frequency	D4	D4-SO	D4-SO-IS	D1-IO,D4-RM	adjacent	Measures ability to detect nonverbal signs of social unease or withdrawal.	People pleasing	production	operational_allowed	calibration,discriminant
NEX-GMB-254	D4	Interpersonal and Emotional Functioning	D4-SO	Social Awareness	D4-SO-OV1	Social Awareness Overlay 1	sjt	scenario_mcq	During a team meeting, two coworkers exchange brief glances and tense expressions after a proposal is made. What is the strongest way to respond?	Acknowledge the tension by inviting their input to understand any concerns.	Ignore the nonverbal cues and proceed with the agenda to save time.	Change the subject quickly to avoid conflict within the team.	Privately ask one coworker later what the expression meant.	Ask the entire team to vote on the proposal without discussion.	A	sjt_single_best	D4	D4-SO	D4-SO-OV1		adjacent	Measures ability to recognize and respond appropriately to subtle social tensions during interactions.	Dimension overlay should not collapse into image management or generic superiority signaling.	production	operational_allowed	calibration,discriminant
NEX-GMB-255	D4	Interpersonal and Emotional Functioning	D4-SO	Social Awareness	D4-SO-PT	Perspective Taking	contextual_self_report	statement	I try to see situations from my coworkers' perspectives before responding.							1-5 Frequency	D4	D4-SO	D4-SO-PT	D1-IO,D5-CI	adjacent	Measures the tendency to adopt others' viewpoints in interpersonal interactions.	Agreeableness as identity	production	operational_allowed	calibration,discriminant
NEX-GMB-256	D4	Interpersonal and Emotional Functioning	D4-SO	Social Awareness	D4-SO-PT	Perspective Taking	contextual_self_report	statement	I consider how different roles in the team might view a problem before suggesting solutions.							1-5 Frequency	D4	D4-SO	D4-SO-PT	D1-IO,D5-CI	adjacent	Measures understanding of multiple perspectives in a work context.	Agreeableness as identity	production	operational_allowed	calibration,discriminant
NEX-GMB-257	D4	Interpersonal and Emotional Functioning	D4-SO	Social Awareness	D4-SO-SSR	Social Signal Reading	contextual_self_report	statement	I quickly notice when a meeting’s mood shifts even if no one says anything.							1-5 Frequency	D4	D4-SO	D4-SO-SSR	D5-CI,D4-RM	adjacent	Measures ability to read subtle social signals that indicate group mood changes.	Mind reading image	production	operational_allowed	calibration,discriminant
NEX-GMB-258	D4	Interpersonal and Emotional Functioning	D4-SO	Social Awareness	D4-SO-SSR	Social Signal Reading	contextual_self_report	statement	I interpret body language cues to understand when a colleague disagrees silently.							1-5 Frequency	D4	D4-SO	D4-SO-SSR	D5-CI,D4-RM	adjacent	Measures skill in detecting disagreement through nonverbal signals.	Mind reading image	production	operational_allowed	calibration,discriminant
NEX-GMB-259	D4	Interpersonal and Emotional Functioning	D4-SR	Self-Regulation	D4-SR-ED	Emotional Discipline	contextual_self_report	statement	I often struggle to stay calm and focused when I face unexpected criticism at work.							1-5 Frequency	D4	D4-SR	D4-SR-ED	D1-ES,D5-ED	adjacent	Measures the ability to maintain emotional composure during unexpected workplace challenges.	Suppression as virtue	production	operational_allowed_with_restrictions	calibration,discriminant
NEX-GMB-260	D4	Interpersonal and Emotional Functioning	D4-SR	Self-Regulation	D4-SR-ED	Emotional Discipline	contextual_self_report	statement	I sometimes react emotionally when a project does not go as planned.							1-5 Frequency	D4	D4-SR	D4-SR-ED	D1-ES,D5-ED	adjacent	Measures control over emotional reactions in the face of setbacks.	Suppression as virtue	production	operational_allowed_with_restrictions	calibration,discriminant
NEX-GMB-261	D4	Interpersonal and Emotional Functioning	D4-SR	Self-Regulation	D4-SR-IM	Impulse Management	contextual_self_report	statement	I resist the urge to interrupt colleagues during meetings even when I have a strong opinion.							1-5 Frequency	D4	D4-SR	D4-SR-IM	D1-ES,D5-ED	adjacent	Measures impulse control in collaborative discussions.	Emotional Steadiness as identity	production	operational_allowed_with_restrictions	calibration,discriminant
NEX-GMB-262	D4	Interpersonal and Emotional Functioning	D4-SR	Self-Regulation	D4-SR-IM	Impulse Management	contextual_self_report	statement	I pause to think before responding when a conversation becomes tense.							1-5 Frequency	D4	D4-SR	D4-SR-IM	D1-ES,D5-ED	adjacent	Measures the ability to control immediate responses under tension.	Emotional Steadiness as identity	production	operational_allowed_with_restrictions	calibration,discriminant
NEX-GMB-263	D4	Interpersonal and Emotional Functioning	D4-SR	Self-Regulation	D4-SR-OV1	Self-Regulation Overlay 1	sjt	scenario_mcq	During a high-pressure team meeting, a colleague unfairly blames you for a missed deadline. What is your best response?	Remain calm, listen carefully, clarify facts calmly, and suggest a constructive plan to resolve the issue.	Defend yourself immediately and point out the colleague's mistakes to shift the blame.	Leave the meeting abruptly to avoid further conflict and discuss it later privately.	Ignore the accusation and continue with the meeting agenda without responding.	Ask the team to vote on who is responsible for the missed deadline.	A	sjt_single_best	D4	D4-SR	D4-SR-OV1		adjacent	Measures the ability to respond constructively and maintain emotional control under interpersonal pressure.	Dimension overlay should not collapse into image management or generic superiority signaling.	production	operational_allowed_with_restrictions	calibration,criterion
NEX-GMB-264	D4	Interpersonal and Emotional Functioning	D4-SR	Self-Regulation	D4-SR-RC	Recovery Control	contextual_self_report	statement	After a stressful day, I consciously take time to relax and clear my mind before the next task.							1-5 Frequency	D4	D4-SR	D4-SR-RC	D4-RC,D1-ES	adjacent	Measures deliberate recovery practices between work demands.	Resilience as identity	production	operational_allowed_with_restrictions	calibration,discriminant
NEX-GMB-265	D4	Interpersonal and Emotional Functioning	D4-SR	Self-Regulation	D4-SR-RC	Recovery Control	contextual_self_report	statement	I find ways to regain my focus quickly after interruptions during work.							1-5 Frequency	D4	D4-SR	D4-SR-RC	D4-RC,D1-ES	adjacent	Measures ability to restore concentration after disruptions.	Resilience as identity	production	operational_allowed_with_restrictions	calibration,discriminant
NEX-GMB-266	D4	Interpersonal and Emotional Functioning	D4-SR	Self-Regulation	D4-SR-RM	Response Modulation	contextual_self_report	statement	I adjust my tone and words to stay professional even when I feel frustrated with a team member.							1-5 Frequency	D4	D4-SR	D4-SR-RM	D4-RM,D5-CI	adjacent	Measures capacity to modulate emotional expression to maintain professionalism.	Interpersonal polish only	production	operational_allowed_with_restrictions	calibration,discriminant
NEX-GMB-267	D4	Interpersonal and Emotional Functioning	D4-SR	Self-Regulation	D4-SR-RM	Response Modulation	contextual_self_report	statement	I manage my facial expressions to avoid revealing irritation during difficult conversations.							1-5 Frequency	D4	D4-SR	D4-SR-RM	D4-RM,D5-CI	adjacent	Measures control over nonverbal emotional cues in challenging interactions.	Interpersonal polish only	production	operational_allowed_with_restrictions	calibration,discriminant
NEX-GMB-268	D4	Interpersonal and Emotional Functioning	D4-TC	Team Collaboration Style	D4-TC-CA	Collective Accountability	contextual_self_report	statement	I tend to avoid taking equal responsibility with my team for meeting our shared goals.							1-5 Frequency	D4	D4-TC	D4-TC-CA	D5-TC,D1-IN	adjacent	Measures a person's sense of shared responsibility for team outcomes without blaming others.	Control or blame as accountability	production	operational_allowed	calibration,criterion
NEX-GMB-269	D4	Interpersonal and Emotional Functioning	D4-TC	Team Collaboration Style	D4-TC-CA	Collective Accountability	contextual_self_report	statement	When a project faces delays, I am more focused on identifying who is at fault than on what the team can do to fix it.							1-5 Frequency	D4	D4-TC	D4-TC-CA	D5-TC,D1-IN	adjacent	Measures constructive team accountability by focusing on solutions instead of blame.	Control or blame as accountability	production	operational_allowed	calibration,criterion
NEX-GMB-270	D4	Interpersonal and Emotional Functioning	D4-TC	Team Collaboration Style	D4-TC-CO	Coordination	contextual_self_report	statement	I check in regularly with teammates to ensure our tasks are aligned and on schedule.							1-5 Frequency	D4	D4-TC	D4-TC-CO	D5-TC,D5-WS	adjacent	Measures proactive coordination and alignment of team task progress.	General conscientiousness	production	operational_allowed	calibration,criterion
NEX-GMB-271	D4	Interpersonal and Emotional Functioning	D4-TC	Team Collaboration Style	D4-TC-CO	Coordination	contextual_self_report	statement	I adjust my work priorities when needed to support the team’s overall plan.							1-5 Frequency	D4	D4-TC	D4-TC-CO	D5-TC,D5-WS	adjacent	Measures flexibility in aligning personal priorities to team coordination needs.	General conscientiousness	production	operational_allowed	calibration,criterion
NEX-GMB-272	D4	Interpersonal and Emotional Functioning	D4-TC	Team Collaboration Style	D4-TC-IS	Information Sharing	contextual_self_report	statement	I share information promptly with my team when it affects our shared work.							1-5 Frequency	D4	D4-TC	D4-TC-IS	D5-TC,D5-CI	adjacent	Measures timely information sharing that supports team effectiveness.	General helpfulness only	production	operational_allowed	calibration,criterion
NEX-GMB-273	D4	Interpersonal and Emotional Functioning	D4-TC	Team Collaboration Style	D4-TC-IS	Information Sharing	contextual_self_report	statement	I make sure to communicate updates even when they involve challenges or setbacks.							1-5 Frequency	D4	D4-TC	D4-TC-IS	D5-TC,D5-CI	adjacent	Measures openness in sharing both positive and negative information with the team.	General helpfulness only	production	operational_allowed	calibration,criterion
NEX-GMB-274	D4	Interpersonal and Emotional Functioning	D4-TC	Team Collaboration Style	D4-TC-OV1	Team Collaboration Style Overlay 1	sjt	scenario_mcq	During a team project, a colleague misses a deadline which puts the group behind schedule. What is the strongest response?	Discuss the issue privately with the colleague to understand the cause and offer help to get back on track.	Publicly point out the missed deadline to ensure accountability is clear to everyone.	Ignore the delay and focus on completing your own tasks.	Take over the colleague’s tasks immediately without discussing the situation.	Suggest the team reassign tasks by vote to handle the delay.	A	sjt_single_best	D4	D4-TC	D4-TC-OV1		adjacent	Measures the ability to manage delays through constructive, private communication and support.	Dimension overlay should not collapse into image management or generic superiority signaling.	production	operational_allowed	calibration,criterion
NEX-GMB-275	D4	Interpersonal and Emotional Functioning	D4-TC	Team Collaboration Style	D4-TC-REC	Reciprocity	contextual_self_report	statement	I willingly help teammates when they need support, expecting they will do the same for me.							1-5 Frequency	D4	D4-TC	D4-TC-REC	D5-TC,D1-IO	adjacent	Measures reciprocal cooperation and mutual support within the team.	Niceness only	production	operational_allowed	calibration,discriminant
NEX-GMB-276	D4	Interpersonal and Emotional Functioning	D4-TC	Team Collaboration Style	D4-TC-REC	Reciprocity	contextual_self_report	statement	I offer assistance to colleagues without waiting for them to ask first.							1-5 Frequency	D4	D4-TC	D4-TC-REC	D5-TC,D1-IO	adjacent	Measures proactive reciprocity and willingness to support team members unprompted.	Niceness only	production	operational_allowed	calibration,discriminant
NEX-GMB-277	D4	Interpersonal and Emotional Functioning	D4-TC	Team Collaboration Style	D4-TC-RF	Role Flexibility	contextual_self_report	statement	I take on different roles or tasks when the team needs me to do so.							1-5 Frequency	D4	D4-TC	D4-TC-RF	D5-AD,D3-AF	adjacent	Measures flexibility in adapting roles and responsibilities for team benefit.	Passivity as teamwork	production	operational_allowed	calibration,discriminant
NEX-GMB-278	D4	Interpersonal and Emotional Functioning	D4-TC	Team Collaboration Style	D4-TC-RF	Role Flexibility	contextual_self_report	statement	I adjust how I contribute to fit the strengths and needs of my teammates.							1-5 Frequency	D4	D4-TC	D4-TC-RF	D5-AD,D3-AF	adjacent	Measures adapting personal contributions to complement team dynamics.	Passivity as teamwork	production	operational_allowed	calibration,discriminant
NEX-GMB-279	D5	Applied Workplace Behavior	D5-AD	Adaptability	D5-AD-BF	Behavioral Flexibility	contextual_self_report	statement	I tend to stick to my usual problem-solving methods even when they are not effective.							1-5 Frequency	D5	D5-AD	D5-AD-BF	D3-AUD,D4-TC	adjacent	Measures willingness to adjust behavior flexibly to fit new circumstances at work.	Passivity as flexibility	pilot	operational_blocked	structural,discriminant
NEX-GMB-280	D5	Applied Workplace Behavior	D5-AD	Adaptability	D5-AD-BF	Behavioral Flexibility	contextual_self_report	statement	I usually use the same communication style regardless of who I am interacting with.							1-5 Frequency	D5	D5-AD	D5-AD-BF	D3-AUD,D4-TC	adjacent	Measures behavioral flexibility in adapting communication to different audiences.	Passivity as flexibility	pilot	operational_blocked	structural,discriminant
NEX-GMB-281	D5	Applied Workplace Behavior	D5-AD	Adaptability	D5-AD-CR	Change Response	contextual_self_report	statement	When unexpected changes disrupt my schedule, I often feel unsettled and find it hard to focus on solutions.							1-5 Frequency	D5	D5-AD	D5-AD-CR	D1-EO,D4-RC	adjacent	Measures emotional and practical response to workplace changes without resistance.	Openness as identity	pilot	operational_blocked	structural,discriminant
NEX-GMB-282	D5	Applied Workplace Behavior	D5-AD	Adaptability	D5-AD-CR	Change Response	contextual_self_report	statement	I quickly adjust my priorities when new information changes project goals.							1-5 Frequency	D5	D5-AD	D5-AD-CR	D1-EO,D4-RC	adjacent	Measures ability to revise plans in response to changing work demands.	Openness as identity	pilot	operational_blocked	structural,discriminant
NEX-GMB-283	D5	Applied Workplace Behavior	D5-AD	Adaptability	D5-AD-CS	Context Switching	contextual_self_report	statement	I switch between tasks efficiently when multiple deadlines require my attention.							1-5 Frequency	D5	D5-AD	D5-AD-CS	D4-SR,D5-WS	adjacent	Measures skill in managing multiple work contexts without loss of focus.	Busyness as adaptability	pilot	operational_blocked	structural,discriminant
NEX-GMB-284	D5	Applied Workplace Behavior	D5-AD	Adaptability	D5-AD-CS	Context Switching	contextual_self_report	statement	I adjust my work style quickly when shifting between different team projects.							1-5 Frequency	D5	D5-AD	D5-AD-CS	D4-SR,D5-WS	adjacent	Measures capability to adapt behavior according to diverse work contexts.	Busyness as adaptability	pilot	operational_blocked	structural,discriminant
NEX-GMB-285	D5	Applied Workplace Behavior	D5-AD	Adaptability	D5-AD-EXP	Experimentation	contextual_self_report	statement	I try new approaches to improve work processes even if the outcome is uncertain.							1-5 Frequency	D5	D5-AD	D5-AD-EXP	D1-EO,D3-LD	adjacent	Measures willingness to experiment with new methods despite risks.	Novelty seeking only	pilot	operational_blocked	structural,discriminant
NEX-GMB-286	D5	Applied Workplace Behavior	D5-AD	Adaptability	D5-AD-EXP	Experimentation	contextual_self_report	statement	I seek feedback on new ideas to refine my approach in ongoing projects.							1-5 Frequency	D5	D5-AD	D5-AD-EXP	D1-EO,D3-LD	adjacent	Measures active experimentation combined with seeking input to improve.	Novelty seeking only	pilot	operational_blocked	structural,discriminant
NEX-GMB-287	D5	Applied Workplace Behavior	D5-AD	Adaptability	D5-AD-LIA	Learning-in-Action	contextual_self_report	statement	I learn from mistakes quickly to adjust how I handle similar tasks in the future.							1-5 Frequency	D5	D5-AD	D5-AD-LIA	D2-LA,D3-LD	adjacent	Measures ability to learn through action and improve performance promptly.	Learning ability as identity	pilot	operational_blocked	structural,discriminant
NEX-GMB-288	D5	Applied Workplace Behavior	D5-AD	Adaptability	D5-AD-LIA	Learning-in-Action	contextual_self_report	statement	I incorporate new information into my work processes without delay.							1-5 Frequency	D5	D5-AD	D5-AD-LIA	D2-LA,D3-LD	adjacent	Measures speed and effectiveness of applying new knowledge immediately.	Learning ability as identity	pilot	operational_blocked	structural,discriminant
NEX-GMB-289	D5	Applied Workplace Behavior	D5-AD	Adaptability	D5-AD-OV1	Adaptability Overlay 1	forced_choice	paired_statement	Choose the statement that is more like you at work.	Once I commit to a task, I prefer to close the loop quickly and clearly.	I prefer to keep my approach flexible so I can adjust easily as new information appears.				A_or_B	forced_choice_binary	D5	D5-AD	D5-AD-OV1		adjacent	Measures the tradeoff between task closure and maintaining flexibility in adaptability.	Dimension overlay should not collapse into image management or generic superiority signaling.	pilot	operational_blocked	structural,discriminant
NEX-GMB-290	D5	Applied Workplace Behavior	D5-CC	Culture Contribution	D5-CC-AC	Accountability Climate	contextual_self_report	statement	I tend to avoid taking responsibility for my mistakes and sometimes blame others instead.							1-5 Frequency	D5	D5-CC	D5-CC-AC	D5-LE,D1-IN	adjacent	Measures willingness to accept personal accountability and correct errors.	Harshness as standards	research	operational_blocked	structural,discriminant,criterion
NEX-GMB-291	D5	Applied Workplace Behavior	D5-CC	Culture Contribution	D5-CC-AC	Accountability Climate	contextual_self_report	statement	I am less likely to hold myself and my team to clear standards or address failures promptly.							1-5 Frequency	D5	D5-CC	D5-CC-AC	D5-LE,D1-IN	adjacent	Measures proactive maintenance of accountability and standards within a team.	Harshness as standards	research	operational_blocked	structural,discriminant,criterion
NEX-GMB-292	D5	Applied Workplace Behavior	D5-CC	Culture Contribution	D5-CC-CI	Climate Impact	contextual_self_report	statement	I rarely offer ideas that help create a positive or productive team environment.							1-5 Frequency	D5	D5-CC	D5-CC-CI	D4-RM,D3-PU	adjacent	Measures contribution to a constructive and motivating workplace climate.	Warmth only	research	operational_blocked	structural,discriminant,criterion
NEX-GMB-293	D5	Applied Workplace Behavior	D5-CC	Culture Contribution	D5-CC-CI	Climate Impact	contextual_self_report	statement	I encourage collaboration by recognizing and valuing others’ contributions.							1-5 Frequency	D5	D5-CC	D5-CC-CI	D4-RM,D3-PU	adjacent	Measures efforts to foster inclusion and collaboration through recognition.	Warmth only	research	operational_blocked	structural,discriminant,criterion
NEX-GMB-294	D5	Applied Workplace Behavior	D5-CC	Culture Contribution	D5-CC-IEC	Integrity Expression in Context	contextual_self_report	statement	I speak honestly about challenges even when it’s uncomfortable to do so.							1-5 Frequency	D5	D5-CC	D5-CC-IEC	D1-IN,D5-JDQ	adjacent	Measures willingness to express integrity candidly in difficult situations.	Compliance only	research	operational_blocked	structural,discriminant,criterion
NEX-GMB-295	D5	Applied Workplace Behavior	D5-CC	Culture Contribution	D5-CC-IEC	Integrity Expression in Context	contextual_self_report	statement	I follow through on commitments consistently, demonstrating reliability.							1-5 Frequency	D5	D5-CC	D5-CC-IEC	D1-IN,D5-JDQ	adjacent	Measures consistent integrity and reliability in fulfilling obligations.	Compliance only	research	operational_blocked	structural,discriminant,criterion
NEX-GMB-296	D5	Applied Workplace Behavior	D5-CC	Culture Contribution	D5-CC-II	Inclusion Influence	contextual_self_report	statement	I actively seek diverse perspectives when making decisions.							1-5 Frequency	D5	D5-CC	D5-CC-II	D3-AF,D4-SO	adjacent	Measures promotion of inclusiveness by valuing diverse input.	General agreeableness	research	operational_blocked	structural,discriminant,criterion
NEX-GMB-297	D5	Applied Workplace Behavior	D5-CC	Culture Contribution	D5-CC-II	Inclusion Influence	contextual_self_report	statement	I ensure all team members have opportunities to contribute their ideas.							1-5 Frequency	D5	D5-CC	D5-CC-II	D3-AF,D4-SO	adjacent	Measures facilitation of equal participation to support inclusion.	General agreeableness	research	operational_blocked	structural,discriminant,criterion
NEX-GMB-298	D5	Applied Workplace Behavior	D5-CC	Culture Contribution	D5-CC-NS	Norm Stewardship	contextual_self_report	statement	I clarify and reinforce team norms to keep everyone aligned.							1-5 Frequency	D5	D5-CC	D5-CC-NS	D1-IN,D5-LE	adjacent	Measures active stewardship of shared behavioral expectations.	Culture fit as identity	research	operational_blocked	structural,discriminant,criterion
NEX-GMB-299	D5	Applied Workplace Behavior	D5-CC	Culture Contribution	D5-CC-NS	Norm Stewardship	contextual_self_report	statement	I address behaviors that conflict with our agreed standards promptly and constructively.							1-5 Frequency	D5	D5-CC	D5-CC-NS	D1-IN,D5-LE	adjacent	Measures willingness to enforce norms by addressing deviations constructively.	Culture fit as identity	research	operational_blocked	structural,discriminant,criterion
NEX-GMB-300	D5	Applied Workplace Behavior	D5-CC	Culture Contribution	D5-CC-OV1	Culture Contribution Overlay 1	sjt	scenario_mcq	A team member consistently misses deadlines, affecting group progress. What is the strongest response?	Discuss the missed deadlines privately, understand causes, and agree on support or adjustments to improve.	Publicly remind them of deadlines in meetings to increase pressure to comply.	Ignore the issue and focus on your own work to avoid conflict.	Report the behavior directly to upper management without prior discussion.	Ask the team to redistribute their tasks to others without addressing the issue with them.	A	sjt_single_best	D5	D5-CC	D5-CC-OV1		adjacent	Measures effective and constructive handling of accountability issues within the team.	Dimension overlay should not collapse into image management or generic superiority signaling.	research	operational_blocked	structural,discriminant,criterion
NEX-GMB-301	D5	Applied Workplace Behavior	D5-CI	Communication and Influence	D5-CI-AC	Audience Calibration	contextual_self_report	statement	I usually explain ideas the same way regardless of who needs to understand them.							1-5 Frequency	D5	D5-CI	D5-CI-AC	D4-SO,D2-VR	adjacent	Measures the ability to tailor communication style to diverse audiences for better understanding.	Empathy as identity	pilot	operational_blocked	structural,discriminant
NEX-GMB-302	D5	Applied Workplace Behavior	D5-CI	Communication and Influence	D5-CI-AC	Audience Calibration	contextual_self_report	statement	I often share technical details without considering the background knowledge of my audience.							1-5 Frequency	D5	D5-CI	D5-CI-AC	D4-SO,D2-VR	adjacent	Measures sensitivity to audience expertise when conveying information.	Empathy as identity	pilot	operational_blocked	structural,discriminant
NEX-GMB-303	D5	Applied Workplace Behavior	D5-CI	Communication and Influence	D5-CI-CL	Clarity	contextual_self_report	statement	I explain complex ideas using simple, concrete examples to ensure understanding.							1-5 Frequency	D5	D5-CI	D5-CI-CL	D2-VR,D1-SA	adjacent	Measures clarity in communication by simplifying complex information.	Verbal ability as identity	pilot	operational_blocked	structural,discriminant
NEX-GMB-304	D5	Applied Workplace Behavior	D5-CI	Communication and Influence	D5-CI-CL	Clarity	contextual_self_report	statement	I check that my main points are understood by asking for feedback during conversations.							1-5 Frequency	D5	D5-CI	D5-CI-CL	D2-VR,D1-SA	adjacent	Measures use of feedback to confirm communication clarity.	Verbal ability as identity	pilot	operational_blocked	structural,discriminant
NEX-GMB-305	D5	Applied Workplace Behavior	D5-CI	Communication and Influence	D5-CI-MA	Message Adaptation	contextual_self_report	statement	I change how I present information depending on whether the audience is formal or informal.							1-5 Frequency	D5	D5-CI	D5-CI-MA	D4-SO,D4-RM	adjacent	Measures adaptability of message style to different social contexts.	People pleasing only	pilot	operational_blocked	structural,discriminant
NEX-GMB-306	D5	Applied Workplace Behavior	D5-CI	Communication and Influence	D5-CI-MA	Message Adaptation	contextual_self_report	statement	I emphasize different benefits when persuading colleagues from various departments.							1-5 Frequency	D5	D5-CI	D5-CI-MA	D4-SO,D4-RM	adjacent	Measures adaptation of message content to audience priorities.	People pleasing only	pilot	operational_blocked	structural,discriminant
NEX-GMB-307	D5	Applied Workplace Behavior	D5-CI	Communication and Influence	D5-CI-OV1	Communication and Influence Overlay 1	sjt	scenario_mcq	You notice a team member is not understanding your instructions during a project update. What is the strongest response?	Pause to ask clarifying questions and rephrase your instructions to their level of understanding.	Continue with the original instructions assuming they will figure it out later.	Assign the task to someone else who might understand better.	Send a detailed email restating the instructions after the meeting.	Ignore the confusion and focus on completing your own part of the project.	A	sjt_single_best	D5	D5-CI	D5-CI-OV1		adjacent	Measures situational judgment in adapting communication to ensure team understanding.	Dimension overlay should not collapse into image management or generic superiority signaling.	pilot	operational_blocked	structural,discriminant
NEX-GMB-308	D5	Applied Workplace Behavior	D5-CI	Communication and Influence	D5-CI-PER	Persuasion	contextual_self_report	statement	I use relevant data and examples to convince others when presenting my ideas.							1-5 Frequency	D5	D5-CI	D5-CI-PER	D1-SA,D3-ID	adjacent	Measures use of evidence to influence others effectively.	Social confidence only	pilot	operational_blocked	structural,discriminant
NEX-GMB-309	D5	Applied Workplace Behavior	D5-CI	Communication and Influence	D5-CI-PER	Persuasion	contextual_self_report	statement	I adjust my arguments based on the responses I receive to increase agreement.							1-5 Frequency	D5	D5-CI	D5-CI-PER	D1-SA,D3-ID	adjacent	Measures flexibility in persuasion by responding to feedback.	Social confidence only	pilot	operational_blocked	structural,discriminant
NEX-GMB-310	D5	Applied Workplace Behavior	D5-CI	Communication and Influence	D5-CI-VC	Voice Control	contextual_self_report	statement	I control my tone of voice to emphasize key points during important discussions.							1-5 Frequency	D5	D5-CI	D5-CI-VC	D1-SA,D4-SR	adjacent	Measures deliberate use of vocal tone to enhance communication impact.	Emotional suppression	pilot	operational_blocked	structural,discriminant
NEX-GMB-311	D5	Applied Workplace Behavior	D5-CI	Communication and Influence	D5-CI-VC	Voice Control	contextual_self_report	statement	I maintain a steady and confident voice even when the topic is challenging.							1-5 Frequency	D5	D5-CI	D5-CI-VC	D1-SA,D4-SR	adjacent	Measures voice steadiness and confidence under pressure.	Emotional suppression	pilot	operational_blocked	structural,discriminant
NEX-GMB-312	D5	Applied Workplace Behavior	D5-ED	Execution Discipline	D5-ED-CR	Completion Reliability	contextual_self_report	statement	I sometimes miss deadlines for my tasks or need reminders to complete them.							1-5 Frequency	D5	D5-ED	D5-ED-CR	D1-CE,D5-TC	adjacent	Measures reliable completion of assigned tasks within set deadlines without prompting.	General dependability only	pilot	operational_blocked	structural,discriminant
NEX-GMB-313	D5	Applied Workplace Behavior	D5-ED	Execution Discipline	D5-ED-CR	Completion Reliability	contextual_self_report	statement	I often move on without verifying that my work is fully complete.							1-5 Frequency	D5	D5-ED	D5-ED-CR	D1-CE,D5-TC	adjacent	Measures thoroughness in ensuring task completion before proceeding.	General dependability only	pilot	operational_blocked	structural,discriminant
NEX-GMB-314	D5	Applied Workplace Behavior	D5-ED	Execution Discipline	D5-ED-FUD	Follow-Up Discipline	contextual_self_report	statement	When I assign tasks, I follow up regularly until I’m sure they are finished.							1-5 Frequency	D5	D5-ED	D5-ED-FUD	D1-CE,D5-WS	adjacent	Measures persistence in tracking progress on delegated tasks until completion.	Communication clarity	pilot	operational_blocked	structural,discriminant
NEX-GMB-315	D5	Applied Workplace Behavior	D5-ED	Execution Discipline	D5-ED-FUD	Follow-Up Discipline	contextual_self_report	statement	I promptly check in with team members after deadlines to confirm results are delivered.							1-5 Frequency	D5	D5-ED	D5-ED-FUD	D1-CE,D5-WS	adjacent	Measures timely verification of task delivery after deadlines.	Communication clarity	pilot	operational_blocked	structural,discriminant
NEX-GMB-316	D5	Applied Workplace Behavior	D5-ED	Execution Discipline	D5-ED-OV1	Execution Discipline Overlay 1	forced_choice	paired_statement	Choose the statement that is more like you at work.	Once I commit to a task, I prefer to close the loop quickly and clearly.	I prefer to keep my approach flexible so I can adjust easily as new information appears.				A_or_B	forced_choice_binary	D5	D5-ED	D5-ED-OV1		adjacent	Measures preference for either quick task closure or adaptive flexibility in execution.	Dimension overlay should not collapse into image management or generic superiority signaling.	pilot	operational_blocked	structural,discriminant
NEX-GMB-317	D5	Applied Workplace Behavior	D5-ED	Execution Discipline	D5-ED-PDC	Plan-to-Delivery Consistency	contextual_self_report	statement	I typically deliver results as planned without needing to change the schedule.							1-5 Frequency	D5	D5-ED	D5-ED-PDC	D1-CE,D3-AD	adjacent	Measures consistency between planned timelines and actual delivery.	Achievement drive as identity	pilot	operational_blocked	structural,discriminant
NEX-GMB-318	D5	Applied Workplace Behavior	D5-ED	Execution Discipline	D5-ED-PDC	Plan-to-Delivery Consistency	contextual_self_report	statement	I adjust my plan only when necessary, striving to meet original delivery expectations.							1-5 Frequency	D5	D5-ED	D5-ED-PDC	D1-CE,D3-AD	adjacent	Measures disciplined adherence to plans with minimal unnecessary change.	Achievement drive as identity	pilot	operational_blocked	structural,discriminant
NEX-GMB-319	D5	Applied Workplace Behavior	D5-ED	Execution Discipline	D5-ED-SM	Standards Maintenance	contextual_self_report	statement	I consistently follow organizational standards even when no one is watching.							1-5 Frequency	D5	D5-ED	D5-ED-SM	D1-IN,D1-CE	adjacent	Measures self-directed compliance with workplace standards.	Integrity as identity	pilot	operational_blocked	structural,discriminant
